,goal_number,match_api_id,comment,elapsed,event_incident_typefk,goal_type,goal_id,n,player1,player2,sortorder,stats,subtype,team,type,elapsed_plus,del,coordinates
37343,2,1505595,n,38,71,n,2984666,23,31921,,0,,,8633,goal,,,
37344,3,1505595,n,64,71,n,2984681,26,30893,,0,,,8633,goal,,,
37345,4,1505595,n,70,71,n,2984684,27,41157,,0,,,10205,goal,,,
37346,1,1505596,n,11,71,n,2987814,21,300623,,0,,,8371,goal,,,
37347,2,1505596,n,35,71,n,2988013,24,150770,,0,,,8305,goal,,,
37348,3,1505596,n,52,71,n,2988184,25,150770,,0,,,8305,goal,,,
37349,1,1505598,n,15,71,n,2982134,25,30909,,0,,,9906,goal,,,
37350,2,1505598,p,37,20,p,2982440,26,19243,,0,,,9906,goal,,,
37351,3,1505598,n,40,71,n,2982499,28,196188,,0,,,9865,goal,,,
37352,4,1505598,n,64,71,n,2983048,32,30871,,0,,,9906,goal,,,
37353,5,1505598,n,67,71,n,2983135,33,33871,,0,,,9906,goal,,,
37354,6,1505598,n,90,71,n,2983602,35,189192,,0,,,9865,goal,,,
37355,1,1505600,n,31,71,n,2988795,22,35497,,0,,,9864,goal,,,
37356,2,1505600,n,40,71,n,2988861,23,193226,,0,,,9864,goal,,,
37357,3,1505600,n,49,71,n,2988979,25,11758,,0,,,9864,goal,,,
37358,4,1505600,n,62,71,n,2989088,27,35497,,0,,,9864,goal,,,
37359,5,1505600,n,67,71,n,2989114,29,35497,,0,,,9864,goal,,,
37360,1,1505601,n,36,71,n,2984404,26,33988,,0,,,8634,goal,,,
37361,2,1505601,n,75,71,n,2984570,29,30981,,0,,,8634,goal,,,
37362,3,1505601,n,80,71,n,2984585,30,25773,,0,,,8302,goal,,,
37363,4,1505601,n,90,71,n,2984610,32,151063,,0,,,8302,goal,,,
37364,5,1505601,n,90,71,n,2984616,33,50047,,1,,,8634,goal,,,
37365,1,1505853,n,24,71,n,3015570,22,107930,,0,,,8558,goal,,,
37366,2,1505853,n,44,71,n,3015588,24,181297,,0,,,8315,goal,,,
37367,3,1505853,n,49,71,n,3015600,25,107930,,0,,,8558,goal,,,
37368,4,1505853,n,66,71,n,3015610,26,38578,,0,,,8558,goal,,,
37369,5,1505853,n,90,71,n,3015628,29,213470,,0,,,8315,goal,,,
37370,1,1505855,n,4,71,n,3012680,23,38573,,0,,,8305,goal,,,
37371,2,1505855,n,19,71,n,3012779,22,25921,,0,,,8633,goal,,,
37372,3,1505855,p,34,20,p,3012876,24,30893,,0,,,8633,goal,,,
37373,4,1505855,n,57,71,n,3013068,28,191315,,0,,,8633,goal,,,
37374,5,1505855,n,90,71,n,3013245,31,30893,,0,,,8633,goal,,,
37375,1,1505856,n,16,71,n,3004548,17,18784,,0,,,8371,goal,,,
37376,2,1505856,n,48,71,n,3004588,20,37653,,0,,,8371,goal,,,
37377,3,1505856,p,88,20,p,3004623,21,74757,,0,,,10268,goal,,,
37378,1,1505857,n,56,71,n,3008788,21,33871,,0,,,9906,goal,,,
37379,2,1505857,n,72,71,n,3008794,23,19243,,0,,,9906,goal,,,
37380,1,1505858,p,45,20,p,3008254,33,38469,,0,,,9865,goal,,,
37381,2,1505858,n,51,71,n,3008316,35,280276,,0,,,9865,goal,,,
37382,3,1505858,p,55,20,p,3008332,37,46621,,0,,,8581,goal,,,
37383,4,1505858,n,60,71,n,3008338,40,46836,,0,,,8581,goal,,,
37384,1,1505860,n,33,71,n,3008589,20,150250,,0,,,8634,goal,,,
37385,2,1505860,n,47,71,n,3008685,23,150250,,0,,,8634,goal,,,
37386,3,1505860,n,72,71,n,3008737,24,150250,,0,,,8634,goal,,,
37387,4,1505860,n,80,71,n,3008749,25,30613,,0,,,8634,goal,,,
37388,1,1505861,n,33,71,n,3013299,15,39122,,0,,,10267,goal,,,
37389,2,1505861,n,52,71,n,3013316,17,26392,,0,,,8302,goal,,,
37390,3,1505861,n,74,71,n,3013337,18,39122,,0,,,10267,goal,,,
37391,4,1505861,n,82,71,n,3013345,19,182921,,0,,,10267,goal,,,
37392,1,1505862,n,90,71,n,3020023,25,39122,,0,,,10267,goal,,,
37393,1,1505863,n,62,71,n,3021488,25,2983,,0,,,8603,goal,,,
37394,2,1505863,n,73,71,n,3021527,26,181297,,0,,,8315,goal,,,
37395,3,1505863,n,82,71,n,3021563,27,182224,,0,,,8315,goal,,,
37396,1,1505864,n,1,71,n,3021627,19,17703,,0,,,10205,goal,,,
37397,2,1505864,n,67,71,n,3021741,22,150644,,0,,,10205,goal,,,
37398,3,1505864,n,80,71,n,3021752,25,38578,,2,,,8558,goal,,,
37399,1,1505865,n,44,71,n,3021693,17,182456,,0,,,8305,goal,,,
37400,2,1505865,n,50,71,n,3021727,18,201916,,0,,,8305,goal,,,
37401,1,1505866,n,51,71,n,3020235,30,30893,,0,,,8633,goal,,,
37402,2,1505866,n,90,71,n,3020256,35,198583,,0,,,10268,goal,,,
37403,3,1505866,p,90,20,p,3020259,36,30893,,2,,,8633,goal,,,
37404,1,1505867,n,18,71,n,3017847,19,19243,,0,,,9906,goal,,,
37405,2,1505867,n,25,71,n,3017863,20,19243,,0,,,9906,goal,,,
37406,3,1505867,n,42,71,n,3017904,21,37653,,0,,,8371,goal,,,
37407,1,1505868,n,36,71,n,3017489,23,115798,,0,,,8581,goal,,,
37408,2,1505868,n,42,71,n,3017507,24,46808,,0,,,10281,goal,,,
37409,1,1505869,n,69,71,n,3017958,19,39198,,0,,,9864,goal,,,
37410,2,1505869,n,90,71,n,3017992,21,193226,,0,,,9864,goal,,,
37411,1,1505870,n,5,71,n,3017368,20,19533,,0,,,8634,goal,,,
37412,2,1505870,n,8,71,n,3017376,18,30981,,0,,,8634,goal,,,
37413,3,1505870,n,23,71,n,3017435,19,154257,,0,,,8634,goal,,,
37414,4,1505870,n,64,71,n,3017651,21,47565,,0,,,8560,goal,,,
37415,5,1505870,n,77,71,n,3017708,22,195305,,0,,,8634,goal,,,
37416,1,1505871,p,17,20,p,3019637,26,25773,,0,,,8302,goal,,,
37417,2,1505871,n,53,71,n,3019903,30,25773,,0,,,8302,goal,,,
37418,3,1505871,n,55,71,n,3019913,31,40501,,0,,,8370,goal,,,
37419,4,1505871,n,80,71,n,3019989,37,166648,,0,,,8302,goal,,,
37420,5,1505871,n,88,71,n,3020018,39,166648,,0,,,8302,goal,,,
37421,1,1505872,p,53,20,p,3033001,17,161291,,0,,,7878,goal,,,
37422,2,1505872,n,61,71,n,3033008,19,161291,,0,,,7878,goal,,,
37423,1,1505873,n,36,71,n,3031073,26,170365,,0,,,8603,goal,,,
37424,1,1505874,n,73,71,n,3030897,21,102572,,0,,,8305,goal,,,
37425,2,1505874,n,90,71,n,3030994,22,102572,,0,,,8305,goal,,,
37426,1,1505875,n,62,71,n,3030080,18,80492,,0,,,10268,goal,,,
37427,1,1505876,n,11,71,n,3027501,22,19243,,0,,,9906,goal,,,
37428,1,1505877,n,88,71,n,3028309,31,150632,,2,,,8581,goal,,,
37429,2,1505877,npm,88,195,npm,3028310,22,46836,,1,,,8581,goal,,,
37430,1,1505878,n,23,71,n,3023366,19,30646,,0,,,9864,goal,,,
37431,2,1505878,n,56,71,n,3023395,21,46808,,0,,,10281,goal,,,
37432,3,1505878,n,64,71,n,3023403,22,94571,,0,,,10281,goal,,,
37433,4,1505878,n,76,71,n,3023411,24,206830,,0,,,9864,goal,,,
37434,1,1505879,n,21,71,n,3026911,18,30981,,0,,,8634,goal,,,
37435,2,1505879,n,56,71,n,3027099,20,33992,,0,,,8634,goal,,,
37436,1,1505880,n,18,71,n,3027352,18,287231,,0,,,8302,goal,,,
37437,2,1505880,n,66,71,n,3027428,21,184138,,0,,,8560,goal,,,
37438,1,1505881,n,37,71,n,3025709,24,39122,,0,,,10267,goal,,,
37439,1,1505882,p,43,20,p,3050945,21,108568,,0,,,10267,goal,,,
37440,2,1505882,n,75,71,n,3051001,23,43375,,0,,,8315,goal,,,
37441,1,1505883,n,30,71,n,3041628,16,42479,,0,,,10205,goal,,,
37442,2,1505883,n,50,71,n,3041662,17,41157,,0,,,10205,goal,,,
37443,3,1505883,n,82,71,n,3041695,18,193978,,0,,,10205,goal,,,
37444,1,1505884,n,16,71,n,3050217,23,75192,,0,,,8305,goal,,,
37445,2,1505884,n,22,71,n,3050288,22,75192,,0,,,8305,goal,,,
37446,3,1505884,n,27,71,n,3050314,25,102572,,0,,,8305,goal,,,
37447,4,1505884,o,51,115,o,3050526,27,75397,,0,,,8305,goal,,,
37448,1,1505885,n,40,71,n,3044107,19,33773,,0,,,10268,goal,,,
37449,2,1505885,n,66,71,n,3044564,20,254702,,0,,,8558,goal,,,
37450,3,1505885,n,74,71,n,3044708,22,33773,,0,,,10268,goal,,,
37451,1,1505886,npm,26,195,npm,3047075,3,19243,,0,,,9906,goal,,,
37452,2,1505886,n,43,71,n,3047104,21,19243,,0,,,9906,goal,,,
37453,3,1505886,n,61,71,n,3047230,22,19243,,0,,,9906,goal,,,
37454,4,1505886,n,71,71,n,3047290,25,213486,,0,,,9910,goal,,,
37455,1,1505887,n,57,71,n,3046052,22,115798,,0,,,8581,goal,,,
37456,2,1505887,n,61,71,n,3046057,24,30962,,0,,,8633,goal,,,
37457,3,1505887,n,86,71,n,3046108,26,46621,,0,,,8581,goal,,,
37458,4,1505887,n,90,71,n,3046117,27,213501,,0,,,8633,goal,,,
37459,5,1505887,n,90,71,n,3046122,28,30893,,1,,,8633,goal,,,
37460,1,1505888,n,23,71,n,3041737,20,37653,,0,,,8371,goal,,,
37461,1,1505889,n,10,71,n,3046151,18,46808,,0,,,10281,goal,,,
37462,2,1505889,n,14,71,n,3046154,19,50047,,0,,,8634,goal,,,
37463,3,1505889,n,52,71,n,3046193,22,39854,,0,,,8634,goal,,,
37464,4,1505889,n,64,71,n,3046201,23,50047,,0,,,8634,goal,,,
37465,5,1505889,n,70,71,n,3046206,24,19533,,0,,,8634,goal,,,
37466,1,1505890,n,6,71,n,3049154,25,26392,,0,,,8302,goal,,,
37467,2,1505890,n,23,71,n,3049430,28,196188,,0,,,9865,goal,,,
37468,3,1505890,n,90,71,n,3050050,33,25773,,1,,,8302,goal,,,
37469,1,1505891,p,89,20,p,3045797,20,213729,,0,,,8370,goal,,,
37470,1,1505892,n,33,71,n,3078801,33,43375,,0,,,8315,goal,,,
37471,2,1505892,n,35,71,n,3078809,26,33028,,0,,,8315,goal,,,
37472,1,1505893,o,47,115,o,3074657,24,301456,,0,,,7878,goal,,,
37473,2,1505893,n,55,71,n,3074667,27,75192,,0,,,8305,goal,,,
37474,1,1505894,n,29,71,n,3076903,27,37474,,0,,,10268,goal,,,
37475,2,1505894,n,34,71,n,3076933,31,202610,,0,,,10268,goal,,,
37476,3,1505894,n,41,71,n,3076965,25,2983,,0,,,8603,goal,,,
37477,1,1505895,o,54,115,o,3074255,31,170323,,0,,,9906,goal,,,
37478,1,1505896,n,88,71,n,3078740,16,46836,,0,,,8581,goal,,,
37479,1,1505897,n,46,71,n,3072410,22,46509,,0,,,8633,goal,,,
37480,2,1505897,p,90,20,p,3073226,26,30893,,0,,,8633,goal,,,
37481,1,1505899,n,2,71,n,3077232,20,166648,,0,,,8302,goal,,,
37482,2,1505899,n,31,71,n,3077239,21,314605,,0,,,8302,goal,,,
37483,3,1505899,n,81,71,n,3077272,28,111975,,0,,,10281,goal,,,
37484,4,1505899,n,85,71,n,3077275,25,36130,,0,,,10281,goal,,,
37485,1,1505900,n,78,71,n,3076536,21,303484,,0,,,8370,goal,,,
37486,1,1505901,n,41,71,n,3073714,23,184138,,0,,,8560,goal,,,
37487,2,1505901,n,58,71,n,3073903,22,282678,,0,,,8560,goal,,,
37488,3,1505901,n,90,71,n,3074062,21,158263,,0,,,10267,goal,,,
37489,1,1778034,n,44,80,n,3660380,267,189192,,6,,shot,8302,goal,,,
37490,2,1778034,n,88,44,n,3660673,258,173427,,1,,header,10267,goal,,,
37491,1,1778035,n,56,393,n,3663880,233,38044,37480,1,,shot,10205,goal,,,
37492,2,1778035,n,85,721,n,3663939,264,359197,262592,4,,tap_in,10205,goal,,,
37493,1,1778037,npm,35,348,npm,3659037,66,198566,,3,,saved_back_into_play,9864,goal,,,
37494,2,1778037,n,35,80,n,3659039,222,198566,,4,,shot,9864,goal,,,
37495,3,1778037,dg,90,299,dg,3659821,167,33764,,11,,header,8315,goal,5,,
37496,1,1778038,n,20,393,n,3663098,204,213486,96509,2,,shot,9910,goal,,,
37497,2,1778038,n,56,39,n,3663297,242,49836,,0,,distance,9910,goal,,,
37498,3,1778038,n,63,393,n,3663328,246,77773,38573,2,,shot,8305,goal,,,
37499,4,1778038,n,70,393,n,3663367,253,96509,213486,1,,shot,9910,goal,,,
37500,1,1778039,n,45,130,n,3662875,243,183498,,1,,direct_freekick,8372,goal,,,
37501,1,1778040,n,20,80,n,3660084,203,361792,,2,,shot,9783,goal,,,
37502,2,1778040,n,55,39,n,3660522,229,213711,,1,,distance,7878,goal,,,
37503,3,1778040,n,77,406,n,3660622,262,46407,282713,3,,header,7878,goal,,,
37504,1,1778041,n,42,393,n,3663215,193,30981,154257,1,,shot,8634,goal,,,
37505,2,1778041,n,46,393,n,3663259,199,522579,25773,3,,shot,8634,goal,,,
37506,3,1778041,n,64,80,n,3663336,211,30981,,1,,shot,8634,goal,,,
37507,1,1778042,n,30,406,n,3665180,262,26166,95078,4,,header,8633,goal,,,
37508,2,1778042,dg,71,298,dg,3665612,177,37845,,1,,shot,7869,goal,,,
37509,3,1778042,dg,88,298,dg,3665759,206,30893,,0,,shot,8633,goal,,,
37510,4,1778042,n,90,407,n,3665782,329,30893,191315,0,,distance,8633,goal,,,
37511,1,1778043,n,52,393,n,3660878,302,11555,477493,7,,shot,9865,goal,,,
37512,2,1778043,n,90,393,n,3660982,341,38578,107930,22,,shot,8558,goal,11,,
37513,1,1778124,n,72,393,n,3900062,268,191873,46120,5,,shot,9864,goal,,,
37514,1,1778125,n,44,288,n,3897595,137,184138,,1,,deflected,9906,goal,,,
37515,2,1778125,n,53,406,n,3897802,170,301809,474680,2,,header,7869,goal,,,
37516,3,1778125,n,58,406,n,3897844,186,184138,38424,1,,header,9906,goal,,,
37517,4,1778125,n,62,406,n,3897887,200,75447,184533,3,,header,9906,goal,,,
37518,5,1778125,n,80,406,n,3898021,243,33871,184533,3,,header,9906,goal,,,
37519,6,1778125,n,87,80,n,3898078,262,301809,,1,,shot,7869,goal,,,
37520,1,1778126,o,35,115,o,3891704,108,47566,,1,,,9783,goal,,,
37521,2,1778126,n,46,721,n,3891808,151,38573,323438,5,,tap_in,8305,goal,,,
37522,3,1778126,n,80,393,n,3892075,294,40958,41268,2,,shot,9783,goal,,,
37523,1,1778127,n,19,406,n,3906650,82,128732,193930,2,,header,10268,goal,,,
37524,2,1778127,n,52,393,n,3906912,378,128732,369800,1,,shot,10268,goal,,,
37525,3,1778127,p,86,20,p,3907126,337,58294,,0,,,8558,goal,,,
37526,1,1778128,o,6,115,o,3903918,24,268282,,3,,,10205,goal,,,
37527,2,1778128,n,64,406,n,3904927,250,184999,46384,3,,header,10267,goal,,,
37528,3,1778128,n,73,411,n,3905071,361,184999,93480,4,,volley,10267,goal,,,
37529,4,1778128,n,88,393,n,3905360,332,268282,246438,2,,shot,10205,goal,,,
37530,1,1778129,n,13,411,n,3900980,41,33028,96619,1,,volley,8315,goal,,,
37531,1,1778130,n,26,393,n,3905950,80,41294,46836,1,,shot,8581,goal,,,
37532,2,1778130,n,70,406,n,3906410,256,280483,45204,5,,header,9865,goal,,,
37533,3,1778130,n,75,80,n,3906419,278,25462,,3,,shot,8581,goal,,,
37534,1,1778131,n,55,393,n,3899113,209,96509,213486,12,,shot,9910,goal,,,
37535,1,1778132,n,2,393,n,3894229,13,30893,26166,2,,shot,8633,goal,,,
37536,2,1778132,n,31,411,n,3894951,104,164684,26166,1,,volley,8633,goal,,,
37537,3,1778132,n,54,393,n,3895912,183,26166,30893,2,,shot,8633,goal,,,
37538,4,1778132,n,86,721,n,3896791,326,164684,30893,4,,tap_in,8633,goal,,,
37539,1,1778133,p,37,20,p,3909581,145,75616,,0,,,8372,goal,,,
37540,2,1778133,n,49,393,n,3909727,182,42524,213712,2,,shot,8372,goal,,,
37541,3,1778133,n,67,406,n,3909802,268,358127,96838,3,,header,8370,goal,,,
37542,4,1778133,n,68,393,n,3909808,250,358127,163205,3,,shot,8370,goal,,,
37543,5,1778133,n,86,411,n,3909955,363,75616,213695,1,,volley,8372,goal,,,
37544,1,1778134,n,10,393,n,3935986,39,75447,33871,1,,shot,9906,goal,,,
37545,2,1778134,n,15,407,n,3936040,74,75342,33973,3,,distance,8560,goal,,,
37546,3,1778134,n,82,393,n,3936725,317,46289,485141,1,,shot,8560,goal,,,
37547,1,1778135,npm,17,348,npm,3920304,66,474680,,0,,saved_back_into_play,7869,goal,,,
37548,1,1778137,n,26,393,n,3933445,76,183185,359197,1,,shot,10205,goal,,,
37549,2,1778137,n,90,80,n,3934703,285,70891,,6,,shot,8558,goal,1,,
37550,1,1778139,n,31,406,n,3929506,88,213805,251925,1,,header,8302,goal,,,
37551,2,1778139,n,80,393,n,3930053,352,25462,46621,3,,shot,8581,goal,,,
37552,1,1778140,n,37,393,n,3923163,122,254702,11555,3,,shot,9865,goal,,,
37553,2,1778140,n,73,393,n,3924397,221,19533,40636,1,,shot,8634,goal,,,
37554,3,1778140,n,82,393,n,3924569,251,150739,40636,1,,shot,8634,goal,,,
37555,1,1778142,n,9,393,n,3926619,37,31921,95078,4,,shot,8633,goal,,,
37556,2,1778142,n,40,411,n,3927256,129,30962,164684,4,,volley,8633,goal,,,
37557,3,1778142,n,44,393,n,3927349,150,41168,358127,7,,shot,8370,goal,,,
37558,4,1778142,n,55,407,n,3927690,198,95078,30893,2,,distance,8633,goal,,,
37559,5,1778142,n,58,393,n,3927757,211,26166,30893,3,,shot,8633,goal,,,
37560,6,1778142,n,83,393,n,3928148,293,30893,191315,1,,shot,8633,goal,,,
37561,1,1778143,n,42,80,n,3928622,138,75616,,2,,shot,8372,goal,,,
37562,2,1778143,n,53,80,n,3928716,175,191873,,1,,shot,9864,goal,,,
37563,3,1778143,p,90,20,p,3928909,288,46120,,0,,,9864,goal,,,
37564,1,1778144,n,12,406,n,3950421,48,30871,184533,24,,header,9906,goal,,,
37565,2,1778144,n,42,721,n,3951040,114,184138,39792,2,,tap_in,9906,goal,,,
37566,3,1778144,n,64,393,n,3952150,193,30646,562062,2,,shot,9864,goal,,,
37567,4,1778144,n,84,406,n,3952635,267,56678,30871,22,,header,9906,goal,,,
37568,1,1778146,npm,6,348,npm,3960507,13,128732,,0,,saved_back_into_play,10268,goal,,,
37569,2,1778146,n,12,393,n,3960568,44,202610,175305,6,,shot,7869,goal,,,
37570,3,1778146,n,60,393,n,3960961,204,474680,175305,2,,shot,7869,goal,,,
37571,4,1778146,p,63,20,p,3960978,213,108572,,0,,,10268,goal,,,
37572,5,1778146,n,75,411,n,3961056,256,128732,74435,1,,volley,10268,goal,,,
37573,1,1778147,n,38,393,n,3961474,113,183185,294003,2,,shot,10205,goal,,,
37574,2,1778147,n,43,393,n,3961497,123,246438,359197,3,,shot,10205,goal,,,
37575,3,1778147,n,61,393,n,3961666,198,32999,77773,1,,shot,8305,goal,,,
37576,1,1778148,n,29,406,n,3949228,93,33028,96619,1,,header,8315,goal,,,
37577,2,1778148,n,44,393,n,3949273,126,102623,33028,1,,shot,8315,goal,,,
37578,3,1778148,n,78,407,n,3949479,235,150323,43375,0,,distance,8315,goal,,,
37579,4,1778148,n,84,393,n,3949505,252,107930,102879,3,,shot,8558,goal,,,
37580,1,1778149,n,58,406,n,3959838,218,25462,42873,1,,header,8581,goal,,,
37581,2,1778149,n,74,393,n,3960057,263,75307,75310,0,,shot,10267,goal,,,
37582,3,1778149,n,74,407,n,3960070,282,477472,287691,1,,distance,8581,goal,,,
37583,1,1778150,n,21,130,n,3954850,49,30981,,0,,direct_freekick,8634,goal,,,
37584,2,1778150,o,47,115,o,3955317,123,150739,,2,,,8634,goal,,,
37585,3,1778150,n,49,406,n,3955345,134,19533,39854,1,,header,8634,goal,,,
37586,4,1778150,n,65,406,n,3955669,203,25773,40636,2,,header,8634,goal,,,
37587,5,1778150,n,72,393,n,3955777,233,30981,19533,7,,shot,8634,goal,,,
37588,6,1778150,n,78,393,n,3955849,245,30981,19533,2,,shot,8634,goal,,,
37589,1,1778152,n,20,406,n,3956545,39,41168,163205,5,,header,8370,goal,,,
37590,1,1778153,n,23,406,n,3953223,103,164684,30893,1,,header,8633,goal,,,
37591,2,1778153,n,43,393,n,3953549,178,30893,282674,4,,shot,8633,goal,,,
37592,3,1778153,n,69,393,n,3953981,262,26166,164684,1,,shot,8633,goal,,,
37593,4,1778153,p,83,20,p,3954147,318,30893,,0,,,8633,goal,,,
37594,1,1778154,n,43,406,n,3974939,135,309334,75447,1,,header,9906,goal,,,
37595,2,1778154,n,55,288,n,3974964,167,39792,,2,,deflected,9906,goal,,,
37596,1,1778155,n,3,406,n,3968105,15,75342,102620,2,,header,8560,goal,,,
37597,2,1778155,n,32,393,n,3968294,114,75342,33973,1,,shot,8560,goal,,,
37598,3,1778155,n,53,393,n,3968453,191,75342,102620,1,,shot,8560,goal,,,
37599,1,1778156,n,24,393,n,3979004,78,294003,359197,3,,shot,10205,goal,,,
37600,2,1778156,n,70,411,n,3979497,278,38044,189101,3,,volley,10205,goal,,,
37601,1,1778157,n,36,406,n,3969940,110,182224,45749,0,,header,8315,goal,,,
37602,2,1778157,n,90,130,n,3971506,260,45749,,0,,direct_freekick,8315,goal,,,
37603,3,1778157,n,90,406,n,3971546,267,38573,323438,5,,header,8305,goal,1,,
37604,1,1778158,n,12,131,n,3971785,45,477472,,3,,loose_ball,8581,goal,,,
37605,2,1778158,n,19,80,n,3971887,68,41622,,4,,shot,8558,goal,,,
37606,3,1778158,dg,26,298,dg,3972004,95,25462,,1,,shot,8581,goal,,,
37607,4,1778158,n,35,407,n,3972160,129,38578,359193,3,,distance,8558,goal,,,
37608,1,1778159,dg,70,301,dg,3980215,259,40636,,3,,volley,8634,goal,,,
37609,2,1778159,n,90,6,n,3980353,345,154257,,21,,volley,8634,goal,4,,
37610,1,1778160,n,24,80,n,3977523,85,166648,,1,,shot,8302,goal,,,
37611,2,1778160,p,42,20,p,3977744,371,161291,,0,,,7878,goal,,,
37612,3,1778160,n,65,80,n,3978164,235,108568,,2,,shot,8302,goal,,,
37613,4,1778160,n,79,393,n,3978401,298,166648,38821,1,,shot,8302,goal,,,
37614,5,1778160,n,89,406,n,3978565,358,26336,26392,1,,header,8302,goal,,,
37615,6,1778160,n,90,406,n,3978616,352,26392,213805,4,,header,8302,goal,2,,
37616,1,1778161,n,86,411,n,3981748,352,163205,41168,5,,volley,8370,goal,,,
37617,1,1778162,n,30,393,n,3974627,108,37474,75616,1,,shot,8372,goal,,,
37618,1,1778163,n,18,393,n,3973305,122,26166,30893,4,,shot,8633,goal,,,
37619,2,1778163,n,83,393,n,3974296,341,31921,30893,6,,shot,8633,goal,,,
37620,3,1778163,n,90,406,n,3974409,376,30646,38842,9,,header,9864,goal,2,,
37621,1,1778164,npm,12,348,npm,3993698,46,361792,,0,,saved_back_into_play,9783,goal,,,
37622,2,1778164,n,22,39,n,3993750,69,282472,,0,,distance,9864,goal,,,
37623,1,1778165,n,16,393,n,3988834,60,474589,39792,7,,shot,9906,goal,,,
37624,2,1778165,n,53,393,n,3989743,182,75447,33635,3,,shot,9906,goal,,,
37625,1,1778166,n,64,288,n,3998638,303,42479,,1,,deflected,10205,goal,,,
37626,2,1778166,n,73,411,n,3998698,233,359197,38044,4,,volley,10205,goal,,,
37627,3,1778166,n,80,393,n,3998742,256,262592,359197,2,,shot,10205,goal,,,
37628,4,1778166,n,86,393,n,3998783,270,262592,193978,1,,shot,10205,goal,,,
37629,1,1778167,n,23,80,n,3991006,105,301809,,3,,shot,7869,goal,,,
37630,1,1778168,n,56,393,n,4000300,161,67334,32999,3,,shot,8305,goal,,,
37631,2,1778168,n,71,406,n,4000434,218,211118,70949,2,,header,8581,goal,,,
37632,1,1778169,n,13,80,n,3996477,42,38578,,4,,shot,8558,goal,,,
37633,2,1778169,n,45,393,n,3997008,132,30981,39854,1,,shot,8634,goal,1,,
37634,3,1778169,n,50,393,n,3997182,284,30981,40636,2,,shot,8634,goal,,,
37635,4,1778169,n,53,406,n,3997212,172,37482,25773,2,,header,8634,goal,,,
37636,5,1778169,n,77,393,n,3997527,246,150250,150739,4,,shot,8634,goal,,,
37637,6,1778169,n,81,393,n,3997592,262,30981,150250,2,,shot,8634,goal,,,
37638,1,1778170,n,83,393,n,3999481,273,75310,324578,2,,shot,10267,goal,,,
37639,2,1778170,n,89,393,n,3999501,314,534484,261609,3,,shot,7878,goal,,,
37640,1,1778171,n,8,393,n,3994050,32,166648,38385,2,,shot,8302,goal,,,
37641,1,1778172,n,3,393,n,3999553,19,42524,170341,3,,shot,8372,goal,,,
37642,2,1778172,n,21,393,n,3999591,77,213712,433311,2,,shot,8372,goal,,,
37643,3,1778172,n,31,406,n,3999612,109,477471,213712,1,,header,8372,goal,,,
37644,4,1778172,n,43,721,n,3999647,151,11555,280485,6,,tap_in,9865,goal,,,
37645,5,1778172,n,57,406,n,3999691,216,173965,37474,3,,header,8372,goal,,,
37646,6,1778172,n,74,393,n,3999734,277,449492,213695,2,,shot,8372,goal,,,
37647,7,1778172,n,77,411,n,3999740,288,477493,260659,2,,volley,9865,goal,,,
37648,1,1778173,p,36,20,p,3992574,122,30893,,0,,,8633,goal,,,
37649,2,1778173,n,65,6,n,3993112,259,30893,,6,,volley,8633,goal,,,
37650,3,1778173,n,81,411,n,3993373,322,30893,28467,3,,volley,8633,goal,,,
37651,1,1778174,n,22,80,n,4016930,146,183365,,1,,shot,9783,goal,,,
37652,1,1778175,dg,59,299,dg,4015578,183,75447,,2,,header,9906,goal,,,
37653,2,1778175,n,84,393,n,4015639,273,294003,262592,1,,shot,10205,goal,,,
37654,1,1778176,n,3,406,n,4015703,17,75342,56686,2,,header,8560,goal,,,
37655,2,1778176,n,61,393,n,4016125,249,181297,96619,1,,shot,8315,goal,,,
37656,1,1778179,n,34,80,n,4012176,153,41622,,2,,shot,8558,goal,,,
37657,2,1778179,n,61,411,n,4012340,206,161291,43372,3,,volley,7878,goal,,,
37658,3,1778179,n,90,411,n,4012463,326,58294,359193,2,,volley,8558,goal,,,
37659,1,1778180,n,13,406,n,4009428,55,93480,35324,1,,header,10267,goal,,,
37660,2,1778180,n,34,80,n,4009612,145,93480,,3,,shot,10267,goal,,,
37661,3,1778180,n,36,393,n,4009630,153,46384,75310,1,,shot,10267,goal,,,
37662,1,1778182,n,34,393,n,4006234,129,191315,26166,1,,shot,8633,goal,,,
37663,2,1778182,n,39,39,n,4006249,151,38469,,2,,distance,9865,goal,,,
37664,3,1778182,n,42,406,n,4006259,170,31921,95078,2,,header,8633,goal,,,
37665,4,1778182,npm,62,348,npm,4006446,244,38469,,2,,saved_back_into_play,9865,goal,,,
37666,5,1778182,n,81,393,n,4006570,324,30893,26166,4,,shot,8633,goal,,,
37667,6,1778182,n,88,393,n,4006599,377,30893,282674,9,,shot,8633,goal,,,
37668,1,1778183,n,21,406,n,4011850,69,474672,30646,2,,header,9864,goal,,,
37669,1,1778184,n,45,406,n,4031234,203,108572,74757,7,,header,10268,goal,1,,
37670,2,1778184,n,49,411,n,4031261,222,112758,562062,2,,volley,9864,goal,,,
37671,3,1778184,n,77,393,n,4031321,346,198566,238841,3,,shot,9864,goal,,,
37672,1,1778185,n,10,131,n,4027670,37,189101,,1,,loose_ball,10205,goal,,,
37673,2,1778185,n,68,721,n,4027922,218,294003,182921,3,,tap_in,10205,goal,,,
