,goal_number,match_api_id,comment,elapsed,event_incident_typefk,goal_type,goal_id,n,player1,player2,sortorder,stats,subtype,team,type,elapsed_plus,del,coordinates
13958,2,499450,n,51,71,n,507389,25,26799,,0,,,8398,goal,,,
13959,3,499450,n,59,71,n,507502,29,25948,,0,,,9788,goal,,,
13960,4,499450,n,85,71,n,507736,32,70610,,0,,,8398,goal,,,
13961,1,499451,n,5,71,n,506768,18,36084,,0,,,8226,goal,,,
13962,2,499451,n,11,71,n,506788,19,78990,,0,,,8226,goal,,,
13963,3,499451,p,89,20,p,507788,23,27482,,0,,,8226,goal,,,
13964,1,499452,n,49,393,n,514816,322,36084,36775,2,,shot,8226,goal,,,
13965,2,499452,n,60,288,n,514847,343,30894,,8,,deflected,9823,goal,,,
13966,3,499452,n,90,393,n,514939,393,30709,30638,1,,shot,9823,goal,2,,
13967,1,499453,dg,18,346,dg,515208,65,16300,,0,,,8177,goal,,,
13968,2,499453,n,65,406,n,515913,315,30702,26437,1,,header,10189,goal,,,
13969,1,499454,n,32,71,n,520003,19,30906,,0,,,8721,goal,,,
13970,2,499454,n,59,71,n,520434,21,30821,,0,,,9904,goal,,,
13971,3,499454,o,62,115,o,520494,26,30821,,0,,,9904,goal,,,
13972,1,499455,p,7,20,p,515190,22,37760,,0,,,9810,goal,,,
13973,2,499455,n,42,71,n,515453,31,37760,,0,,,9810,goal,,,
13974,3,499455,n,62,71,n,515914,28,41923,,0,,,9810,goal,,,
13975,4,499455,n,64,71,n,515915,29,27475,,0,,,9810,goal,,,
13976,1,499457,n,15,406,n,519779,200,30496,30987,3,,header,9790,goal,,,
13977,2,499457,n,31,406,n,519981,212,30496,37787,1,,header,9790,goal,,,
13978,3,499457,n,83,393,n,520661,262,38848,33348,1,,shot,8722,goal,,,
13979,1,499458,n,4,71,n,515193,19,34114,,0,,,10269,goal,,,
13980,2,499458,n,63,71,n,515937,20,43211,,0,,,10269,goal,,,
13981,3,499458,n,68,71,n,515949,23,42346,,0,,,10269,goal,,,
13982,1,499459,n,25,71,n,515248,21,31199,,0,,,8178,goal,,,
13983,2,499459,n,37,71,n,515375,22,31199,,0,,,8178,goal,,,
13984,3,499459,n,54,71,n,515801,24,27556,,0,,,8178,goal,,,
13985,4,499459,n,60,71,n,515903,23,114025,,0,,,9788,goal,,,
13986,1,499460,n,83,71,n,516071,20,38672,,0,,,8295,goal,,,
13987,1,499461,n,77,71,n,527328,13,27429,,0,,,8178,goal,,,
13988,2,499461,n,90,71,n,527568,14,36093,,0,,,8398,goal,,,
13989,1,499462,n,59,71,n,527216,15,30496,,0,,,9790,goal,,,
13990,1,499463,n,35,39,n,525547,200,35990,,0,,distance,9789,goal,,,
13991,2,499463,n,56,393,n,525592,222,27365,43319,2,,shot,9789,goal,,,
13992,3,499463,n,80,39,n,525633,248,40985,,0,,distance,9788,goal,,,
13993,1,499464,n,45,44,n,526709,237,42346,,1,,header,10269,goal,1,,
13994,2,499464,n,48,131,n,527012,243,30688,,4,,loose_ball,9823,goal,,,
13995,3,499464,n,66,411,n,527278,267,30709,30688,3,,volley,9823,goal,,,
13996,4,499464,n,90,6,n,527531,292,42346,,1,,volley,10269,goal,,,
13997,1,499465,n,3,71,n,526320,16,27324,,0,,,8721,goal,,,
13998,2,499465,n,27,71,n,526445,13,35606,,0,,,8697,goal,,,
13999,3,499465,o,63,115,o,527267,17,19511,,0,,,8721,goal,,,
14000,1,499466,n,8,71,n,526365,18,29356,,0,,,8177,goal,,,
14001,2,499466,n,74,71,n,527298,19,40927,,0,,,8177,goal,,,
14002,3,499466,n,86,71,n,527470,21,42297,,0,,,8177,goal,,,
14003,4,499466,n,88,71,n,527503,23,25819,,0,,,8177,goal,,,
14004,1,499467,n,44,71,n,526736,21,39810,,0,,,8722,goal,,,
14005,2,499467,n,58,71,n,527217,23,36051,,0,,,9911,goal,,,
14006,3,499467,n,87,71,n,527526,26,37984,,0,,,8722,goal,,,
14007,1,499468,n,32,71,n,526508,15,30821,,0,,,9904,goal,,,
14008,2,499468,n,59,71,n,527182,17,30266,,0,,,9912,goal,,,
14009,1,499469,n,40,393,n,530443,244,30702,35997,1,,shot,10189,goal,,,
14010,2,499469,n,72,130,n,530665,279,29622,,1,,direct_freekick,8226,goal,,,
14011,1,499470,dg,29,298,dg,565627,82,30709,,3,,shot,9823,goal,,,
14012,2,499470,n,44,44,n,565656,306,30496,,1,,header,9790,goal,,,
14013,1,499471,n,36,44,n,566231,249,34102,,3,,header,9789,goal,,,
14014,2,499471,n,63,393,n,566925,285,27556,30937,4,,shot,8178,goal,,,
14015,1,499472,n,67,71,n,566949,17,40203,,0,,,10269,goal,,,
14016,2,499472,n,86,71,n,567161,19,27326,,0,,,10269,goal,,,
14017,1,499473,n,24,393,n,570021,227,36007,37201,3,,shot,9912,goal,,,
14018,2,499473,n,44,130,n,570160,252,37550,,0,,direct_freekick,8697,goal,,,
14019,3,499473,n,49,393,n,570231,255,30266,47551,2,,shot,9912,goal,,,
14020,1,499474,n,17,71,n,566085,17,36788,,0,,,8177,goal,,,
14021,2,499474,n,51,71,n,566799,22,36788,,0,,,8177,goal,,,
14022,3,499474,n,53,71,n,566832,20,27484,,0,,,9810,goal,,,
14023,1,499475,n,34,71,n,566190,20,39805,,0,,,8722,goal,,,
14024,2,499475,n,73,71,n,566969,23,30445,,0,,,8721,goal,,,
14025,1,499476,n,26,71,n,570047,22,43061,,0,,,9911,goal,,,
14026,2,499476,n,65,71,n,570354,20,27514,,0,,,9911,goal,,,
14027,1,499477,n,8,71,n,566049,14,39834,,0,,,9904,goal,,,
14028,1,499478,n,28,71,n,566126,20,35411,,0,,,8226,goal,,,
14029,2,499478,n,63,71,n,566930,21,35996,,0,,,8226,goal,,,
14030,1,499479,n,2,80,n,576667,279,31718,,1,,shot,9789,goal,,,
14031,2,499479,n,24,131,n,576804,309,38843,,2,,loose_ball,9823,goal,,,
14032,3,499479,n,87,80,n,577327,397,30638,,3,,shot,9823,goal,,,
14033,4,499479,n,90,80,n,577357,395,30638,,3,,shot,9823,goal,1,,
14034,1,499480,n,3,71,n,572562,25,27326,,0,,,10269,goal,,,
14035,2,499480,n,51,71,n,573327,30,30628,,0,,,10269,goal,,,
14036,3,499480,n,67,71,n,573485,33,31199,,0,,,8178,goal,,,
14037,4,499480,n,75,71,n,573529,34,27326,,0,,,10269,goal,,,
14038,5,499480,o,90,115,o,573766,35,30253,,0,,,8178,goal,,,
14039,6,499480,n,90,71,n,573823,36,38810,,0,,,8178,goal,,,
14040,1,499481,n,48,406,n,573203,230,68253,26437,1,,header,10189,goal,,,
14041,1,499482,n,21,71,n,572597,19,15403,,0,,,8721,goal,,,
14042,2,499482,n,85,71,n,573676,20,15403,,0,,,8721,goal,,,
14043,1,499483,n,33,71,n,572732,19,27475,,0,,,9810,goal,,,
14044,2,499483,n,57,71,n,573431,20,38848,,0,,,8722,goal,,,
14045,3,499483,n,63,71,n,573461,23,69864,,0,,,9810,goal,,,
14046,4,499483,p,74,20,p,573508,21,38848,,0,,,8722,goal,,,
14047,1,499484,n,14,6,n,572164,179,30886,,0,,volley,8177,goal,,,
14048,2,499484,n,41,406,n,572207,202,30266,27451,0,,header,9912,goal,,,
14049,1,499485,n,39,71,n,576891,21,37558,,0,,,8398,goal,,,
14050,2,499485,n,69,71,n,577206,27,37558,,0,,,8398,goal,,,
14051,3,499485,n,73,71,n,577229,28,40923,,0,,,8398,goal,,,
14052,4,499485,n,82,71,n,577318,30,35607,,0,,,9904,goal,,,
14053,1,499486,n,44,71,n,572891,25,27306,,0,,,9788,goal,,,
14054,2,499486,n,89,71,n,573735,24,121957,,0,,,8226,goal,,,
14055,1,499487,n,7,71,n,572566,37,33101,,0,,,9790,goal,,,
14056,2,499487,n,48,71,n,573238,25,37156,,0,,,9790,goal,,,
14057,3,499487,n,49,71,n,573257,38,37389,,0,,,8295,goal,,,
14058,4,499487,n,53,71,n,573340,29,37385,,0,,,8295,goal,,,
14059,5,499487,n,90,71,n,573784,33,37389,,0,,,8295,goal,,,
14060,1,499326,o,32,115,o,382047,21,37326,,0,,,8295,goal,,,
14061,2,499326,n,67,71,n,382649,22,37389,,0,,,8295,goal,,,
14062,3,499326,n,90,71,n,382996,27,37787,,0,,,9790,goal,,,
14063,1,499327,n,9,80,n,381744,245,43319,,0,,shot,9789,goal,,,
14064,2,499327,n,74,393,n,382673,346,30688,39774,5,,shot,9823,goal,,,
14065,1,499328,n,35,71,n,381915,19,27556,,0,,,8178,goal,,,
14066,2,499328,n,78,71,n,382804,24,38601,,0,,,8178,goal,,,
14067,1,499329,n,64,71,n,382632,15,30706,,0,,,8697,goal,,,
14068,2,499329,n,84,71,n,382868,16,27461,,0,,,10189,goal,,,
14069,1,499330,n,32,71,n,381857,20,36788,,0,,,8177,goal,,,
14070,2,499330,n,37,71,n,381995,21,30266,,0,,,9912,goal,,,
14071,1,499331,n,33,71,n,384612,21,38848,,0,,,8722,goal,,,
14072,2,499331,npm,39,195,npm,384650,7,33348,,0,,,8722,goal,,,
14073,3,499331,n,81,71,n,384951,27,69864,,0,,,9810,goal,,,
14074,1,499332,n,12,393,n,384501,256,12246,30256,2,,shot,9911,goal,,,
14075,2,499332,n,50,406,n,384770,303,36051,33336,1,,header,9911,goal,,,
14076,3,499332,n,52,131,n,384784,307,30914,,2,,loose_ball,8721,goal,,,
14077,4,499332,n,69,393,n,384886,340,37048,39902,1,,shot,8721,goal,,,
14078,5,499332,dg,90,298,dg,385012,236,96209,,1,,shot,9911,goal,,,
14079,1,499334,n,31,71,n,381858,18,36084,,0,,,8226,goal,,,
14080,1,499488,n,32,71,n,581858,15,39106,,0,,,9790,goal,,,
14081,2,499488,npm,55,195,npm,582057,7,30266,,0,,,9912,goal,,,
14082,3,499488,n,60,71,n,582064,14,33101,,0,,,9790,goal,,,
14083,1,499489,n,31,71,n,581852,22,42221,,0,,,8398,goal,,,
14084,2,499489,p,36,20,p,581875,20,34102,,0,,,9789,goal,,,
14085,1,499490,n,77,71,n,579513,19,25366,,0,,,8697,goal,,,
14086,2,499490,n,80,71,n,579531,18,26472,,0,,,9788,goal,,,
14087,1,499491,n,38,406,n,579242,196,30886,36130,2,,header,8177,goal,,,
14088,2,499491,n,62,44,n,579471,219,30638,,1,,header,9823,goal,,,
14089,3,499491,n,77,393,n,579527,231,30886,25819,2,,shot,8177,goal,,,
14090,1,499492,n,10,71,n,579139,18,15403,,0,,,8721,goal,,,
14091,2,499492,p,65,20,p,579480,20,39902,,0,,,8721,goal,,,
14092,1,499494,n,18,71,n,579157,20,30249,,0,,,10189,goal,,,
14093,2,499494,n,44,71,n,579276,21,33336,,0,,,9911,goal,,,
14094,3,499494,n,57,71,n,579446,23,36051,,0,,,9911,goal,,,
14095,1,499495,n,5,71,n,579135,23,27326,,0,,,10269,goal,,,
14096,2,499495,n,23,71,n,579168,28,38188,,0,,,10269,goal,,,
14097,3,499495,n,44,71,n,579282,25,30821,,0,,,9904,goal,,,
14098,4,499495,n,45,71,n,579288,24,36072,,0,,,9904,goal,,,
14099,5,499495,n,85,71,n,579561,32,23819,,0,,,9904,goal,,,
14100,6,499495,n,87,71,n,579578,31,30628,,0,,,10269,goal,,,
14101,1,499496,n,3,393,n,578795,172,27556,34681,2,,shot,8178,goal,,,
14102,2,499496,n,12,80,n,578814,181,27429,,3,,shot,8178,goal,,,
14103,3,499496,p,31,20,p,578843,210,36011,,2,,,8226,goal,,,
14104,4,499496,n,45,393,n,578877,218,27556,30937,1,,shot,8178,goal,1,,
14105,5,499496,n,48,406,n,578884,220,27427,30937,0,,header,8178,goal,,,
14106,1,499497,dg,13,346,dg,584944,37,30638,,4,,,9823,goal,,,
14107,2,499497,n,22,80,n,584960,264,34045,,3,,shot,8722,goal,,,
14108,3,499497,n,34,393,n,585041,279,94915,37321,2,,shot,8722,goal,,,
14109,4,499497,n,84,406,n,585831,346,33085,27300,1,,header,9823,goal,,,
14110,1,499498,n,18,80,n,588547,240,30987,,2,,shot,9790,goal,,,
14111,2,499498,n,30,80,n,588652,251,27556,,1,,shot,8178,goal,,,
14112,3,499498,n,67,6,n,588971,291,30987,,3,,volley,9790,goal,,,
14113,1,499499,n,24,71,n,584976,24,35411,,0,,,8226,goal,,,
14114,2,499499,n,26,71,n,584986,28,27642,,0,,,10269,goal,,,
14115,3,499499,n,31,71,n,585031,26,27326,,0,,,10269,goal,,,
14116,4,499499,n,45,71,n,585207,27,35411,,0,,,8226,goal,,,
14117,5,499499,n,63,71,n,585691,30,27326,,0,,,10269,goal,,,
14118,6,499499,n,67,71,n,585712,31,35411,,0,,,8226,goal,,,
14119,1,499500,n,20,71,n,584571,22,30249,,0,,,10189,goal,,,
14120,2,499500,n,81,71,n,584577,20,35990,,0,,,9789,goal,,,
14121,1,499501,n,62,71,n,585679,20,31244,,0,,,8177,goal,,,
14122,2,499501,n,71,71,n,585725,22,15403,,0,,,8721,goal,,,
14123,3,499501,n,84,71,n,585871,23,15403,,0,,,8721,goal,,,
14124,1,499502,n,30,71,n,585012,18,27514,,0,,,9911,goal,,,
14125,2,499502,n,83,71,n,585819,21,38170,,0,,,9912,goal,,,
14126,1,499503,n,46,71,n,585509,22,37550,,0,,,8697,goal,,,
14127,2,499503,n,51,71,n,585571,23,39734,,0,,,8398,goal,,,
14128,3,499503,n,90,71,n,585991,25,37558,,0,,,8398,goal,,,
14129,1,499504,n,36,71,n,585115,24,27306,,0,,,9788,goal,,,
14130,2,499504,n,43,71,n,585195,23,71353,,0,,,9788,goal,,,
14131,3,499504,n,53,71,n,585552,26,39834,,0,,,9904,goal,,,
14132,4,499504,n,77,71,n,585760,28,118386,,0,,,9904,goal,,,
14133,5,499504,n,83,71,n,585829,29,30701,,0,,,9788,goal,,,
14134,1,499505,n,54,71,n,585656,21,80564,,0,,,9810,goal,,,
14135,1,499506,p,12,20,p,597528,22,30445,,0,,,8721,goal,,,
14136,2,499506,n,24,71,n,597588,24,30445,,0,,,8721,goal,,,
14137,3,499506,n,73,71,n,597968,28,33101,,0,,,9790,goal,,,
14138,4,499506,n,76,71,n,597984,29,15403,,0,,,8721,goal,,,
14139,1,499509,n,28,71,n,593730,19,30886,,0,,,8177,goal,,,
14140,2,499509,n,44,71,n,593886,21,27336,,0,,,8177,goal,,,
14141,3,499509,p,69,20,p,594199,23,26472,,0,,,9788,goal,,,
14142,1,499510,n,39,71,n,593834,21,27303,,0,,,10189,goal,,,
14143,2,499510,n,81,71,n,594294,27,36060,,0,,,9810,goal,,,
14144,3,499510,n,83,71,n,594324,28,27461,,0,,,10189,goal,,,
14145,1,499511,n,14,406,n,593236,182,30789,34045,1,,header,8722,goal,,,
14146,2,499511,n,43,39,n,593281,201,47551,,0,,distance,9912,goal,,,
14147,1,499512,n,2,71,n,593653,22,39734,,0,,,8398,goal,,,
14148,2,499512,n,11,71,n,593683,23,42331,,0,,,9911,goal,,,
14149,3,499512,n,50,71,n,594076,25,70610,,0,,,8398,goal,,,
14150,4,499512,n,54,71,n,594120,26,43061,,0,,,9911,goal,,,
14151,5,499512,p,79,20,p,594269,28,27607,,0,,,9911,goal,,,
14152,1,499513,n,33,71,n,593772,16,34400,,0,,,9904,goal,,,
14153,1,499514,n,50,71,n,597925,19,22535,,0,,,10269,goal,,,
14154,2,499514,n,88,71,n,598101,24,42346,,0,,,10269,goal,,,
14155,1,499515,n,15,71,n,602783,20,30821,,0,,,9904,goal,,,
14156,2,499515,n,20,71,n,602804,22,33085,,0,,,9823,goal,,,
14157,3,499515,n,25,71,n,602824,24,30638,,0,,,9823,goal,,,
14158,4,499515,n,34,71,n,602879,27,27300,,0,,,9823,goal,,,
14159,5,499515,n,73,71,n,603200,21,32118,,0,,,9823,goal,,,
14160,6,499515,n,89,71,n,603355,26,30459,,0,,,9823,goal,,,
14161,1,499516,n,32,406,n,606578,235,36051,43061,1,,header,9911,goal,,,
14162,2,499516,p,66,20,p,606933,267,27556,,0,,,8178,goal,,,
14163,1,499517,n,10,71,n,602765,19,22535,,0,,,10269,goal,,,
14164,2,499517,n,52,71,n,603104,24,31718,,0,,,9789,goal,,,
14165,3,499517,n,62,71,n,603161,23,27326,,0,,,10269,goal,,,
14166,1,499518,n,28,393,n,602255,248,27483,25773,0,,shot,10189,goal,,,
14167,1,499519,n,38,71,n,602913,19,15403,,0,,,8721,goal,,,
14168,1,499521,n,21,71,n,602813,19,42221,,0,,,8398,goal,,,
14169,2,499521,n,34,71,n,602884,21,30886,,0,,,8177,goal,,,
14170,3,499521,n,44,71,n,602966,17,30886,,0,,,8177,goal,,,
14171,4,499521,n,88,71,n,603362,18,30886,,0,,,8177,goal,,,
14172,1,499522,n,24,71,n,602819,27,31936,,0,,,9788,goal,,,
14173,2,499522,n,29,71,n,602832,33,30496,,0,,,9790,goal,,,
14174,3,499522,n,42,71,n,602937,24,36380,,0,,,9788,goal,,,
14175,4,499522,n,54,71,n,603116,25,26588,,0,,,9788,goal,,,
14176,5,499522,p,65,20,p,603173,29,71353,,0,,,9788,goal,,,
14177,1,499524,n,33,71,n,614848,16,30764,,0,,,9790,goal,,,
14178,2,499524,n,40,71,n,614944,18,39106,,0,,,9790,goal,,,
14179,1,499525,n,34,130,n,614906,200,31235,,0,,direct_freekick,8697,goal,,,
14180,2,499525,n,53,39,n,615240,214,25366,,0,,distance,8697,goal,,,
14181,3,499525,n,59,407,n,615309,247,30827,31235,4,,distance,8697,goal,,,
14182,4,499525,n,74,80,n,615449,280,30827,,1,,shot,8697,goal,,,
14183,1,499526,n,50,71,n,611774,19,30886,,0,,,8177,goal,,,
14184,1,499527,n,9,407,n,610705,212,27461,27483,0,,distance,10189,goal,,,
14185,2,499527,p,26,20,p,610735,239,30445,,0,,,8721,goal,,,
14186,3,499527,n,44,393,n,610772,247,15403,30445,1,,shot,8721,goal,,,
14187,4,499527,n,74,393,n,610846,258,30445,39902,2,,shot,8721,goal,,,
14188,5,499527,n,76,393,n,610847,284,27483,30249,0,,shot,10189,goal,,,
14189,6,499527,n,84,393,n,610860,292,30445,27339,0,,shot,8721,goal,,,
14190,7,499527,n,90,393,n,610876,282,30249,27483,3,,shot,10189,goal,1,,
14191,1,499528,n,10,71,n,611156,19,78990,,0,,,8226,goal,,,
14192,2,499528,n,47,71,n,611726,18,36060,,0,,,9810,goal,,,
14193,1,499529,n,25,71,n,611179,22,26472,,0,,,9788,goal,,,
14194,2,499529,n,44,71,n,611444,27,29257,,0,,,9788,goal,,,
14195,3,499529,n,64,71,n,611918,25,36395,,0,,,8722,goal,,,
14196,4,499529,n,67,71,n,611923,26,31936,,0,,,9788,goal,,,
14197,5,499529,n,82,71,n,612108,29,36395,,0,,,8722,goal,,,
14198,6,499529,p,87,20,p,612184,28,26472,,0,,,9788,goal,,,
14199,1,499530,n,32,71,n,611222,19,38843,,0,,,9823,goal,,,
14200,2,499530,npm,50,195,npm,611812,10,32118,,0,,,9823,goal,,,
14201,3,499530,n,60,71,n,611902,22,30894,,0,,,9823,goal,,,
14202,4,499530,n,90,71,n,612183,25,30459,,0,,,9823,goal,,,
14203,1,499531,p,17,20,p,611157,26,34102,,0,,,9789,goal,,,
14204,2,499531,n,27,71,n,611194,36,27363,,0,,,9789,goal,,,
14205,3,499531,n,42,71,n,611381,27,30821,,0,,,9904,goal,,,
14206,4,499531,n,49,71,n,611762,28,34400,,0,,,9904,goal,,,
14207,5,499531,n,62,71,n,611912,29,27363,,0,,,9789,goal,,,
14208,6,499531,n,65,71,n,611920,31,34102,,0,,,9789,goal,,,
14209,7,499531,n,80,71,n,612042,37,30854,,0,,,9904,goal,,,
14210,8,499531,p,83,20,p,612088,34,23819,,0,,,9904,goal,,,
14211,1,499532,n,86,71,n,612106,22,17233,,0,,,9912,goal,,,
14212,1,499533,n,34,71,n,618136,21,18518,,0,,,9823,goal,,,
14213,1,499534,n,16,71,n,618079,20,27478,,0,,,9810,goal,,,
14214,2,499534,n,40,71,n,618190,21,43210,,0,,,8178,goal,,,
14215,1,499535,p,64,20,p,618657,17,34102,,0,,,9789,goal,,,
14216,1,499536,n,47,71,n,618500,15,27642,,0,,,10269,goal,,,
14217,2,499536,n,51,71,n,618540,18,42346,,0,,,10269,goal,,,
14218,1,499537,n,71,71,n,622564,37,33101,,0,,,9790,goal,,,
14219,2,499537,n,75,71,n,622603,44,33101,,0,,,9790,goal,,,
14220,3,499537,n,80,71,n,622653,41,26437,,0,,,10189,goal,,,
14221,1,499538,n,19,71,n,618080,20,27324,,0,,,8721,goal,,,
14222,2,499538,n,58,71,n,618600,21,30445,,0,,,8721,goal,,,
14223,3,499538,n,87,71,n,618872,24,27339,,0,,,8721,goal,,,
14224,1,499539,n,51,71,n,618528,17,38848,,0,,,8722,goal,,,
14225,2,499539,p,56,20,p,618584,20,38848,,0,,,8722,goal,,,
14226,1,499540,n,29,407,n,617583,279,39844,27514,0,,distance,9911,goal,,,
14227,1,499541,p,20,20,p,618081,21,29622,,0,,,8226,goal,,,
14228,2,499541,n,22,71,n,618084,19,27349,,0,,,9904,goal,,,
14229,3,499541,n,74,71,n,618701,26,37380,,0,,,9904,goal,,,
14230,4,499541,n,84,71,n,618832,23,121957,,0,,,8226,goal,,,
14231,1,499542,n,28,80,n,629196,259,38216,,5,,shot,9790,goal,,,
14232,1,499543,n,41,71,n,633656,19,25366,,0,,,8697,goal,,,
14233,2,499543,n,69,71,n,634050,20,36072,,0,,,9904,goal,,,
14234,3,499543,n,78,71,n,634127,21,31235,,0,,,8697,goal,,,
14235,4,499543,n,80,71,n,634150,22,25366,,0,,,8697,goal,,,
14236,5,499543,n,84,71,n,634182,23,25366,,0,,,8697,goal,,,
14237,1,499544,n,25,71,n,629197,19,34102,,0,,,9789,goal,,,
14238,2,499544,n,54,71,n,629840,21,25819,,0,,,8177,goal,,,
14239,3,499544,n,63,71,n,629994,20,30707,,0,,,9789,goal,,,
14240,4,499544,n,83,71,n,630206,22,31718,,0,,,9789,goal,,,
14241,1,499545,n,44,71,n,629429,24,27324,,0,,,8721,goal,,,
14242,2,499545,n,45,71,n,629444,22,30709,,0,,,9823,goal,,,
14243,3,499545,n,63,71,n,629993,25,15403,,0,,,8721,goal,,,
14244,4,499545,n,66,71,n,630015,28,15403,,0,,,8721,goal,,,
14245,5,499545,n,74,71,n,630048,26,30445,,0,,,8721,goal,,,
14246,6,499545,n,77,71,n,630089,31,30445,,0,,,8721,goal,,,
14247,1,499546,p,11,20,p,629128,20,37558,,0,,,8398,goal,,,
14248,2,499546,p,15,20,p,629147,22,37760,,0,,,9810,goal,,,
14249,3,499546,n,51,71,n,629800,24,41923,,0,,,9810,goal,,,
14250,1,499547,n,45,406,n,628658,211,26437,30250,1,,header,10189,goal,,,
14251,2,499547,dg,53,298,dg,628675,88,30249,,0,,shot,10189,goal,,,
14252,3,499547,dg,90,298,dg,628747,160,27483,,2,,shot,10189,goal,,,
14253,4,499547,n,90,393,n,628756,259,30249,27483,5,,shot,10189,goal,3,,
14254,1,499548,n,66,71,n,634000,19,31199,,0,,,8178,goal,,,
14255,2,499548,p,76,20,p,634094,20,27556,,0,,,8178,goal,,,
14256,1,499549,n,48,71,n,629756,19,42331,,0,,,9911,goal,,,
14257,2,499549,n,58,71,n,629893,21,27642,,0,,,10269,goal,,,
14258,3,499549,n,89,71,n,630287,22,36146,,0,,,10269,goal,,,
14259,1,499551,n,3,39,n,638998,184,30924,,0,,distance,9823,goal,,,
14260,2,499551,n,17,6,n,639082,194,30709,,1,,volley,9823,goal,,,
14261,3,499551,n,36,44,n,639225,217,39774,,3,,header,9823,goal,,,
14262,4,499551,n,48,80,n,639827,232,30872,,3,,shot,9823,goal,,,
14263,1,499552,n,12,71,n,642770,12,30937,,0,,,8178,goal,,,
14264,2,499552,n,33,71,n,642991,13,25366,,0,,,8697,goal,,,
14265,1,499553,n,10,71,n,639058,17,37321,,0,,,8722,goal,,,
14266,2,499553,n,29,71,n,639148,18,71399,,0,,,9789,goal,,,
14267,3,499553,n,49,71,n,639862,19,36132,,0,,,9789,goal,,,
14268,4,499553,o,81,115,o,640304,21,97491,,0,,,8722,goal,,,
14269,1,499554,n,90,80,n,643702,378,27326,,5,,shot,10269,goal,2,,
14270,1,499555,n,24,71,n,639119,14,30249,,0,,,10189,goal,,,
14271,2,499555,n,80,71,n,640268,15,26437,,0,,,10189,goal,,,
14272,1,499556,n,43,71,n,639408,23,37558,,0,,,8398,goal,,,
14273,2,499556,n,48,71,n,639861,27,36091,,0,,,9912,goal,,,
14274,3,499556,n,59,71,n,640090,28,40923,,0,,,8398,goal,,,
14275,1,499557,n,29,71,n,639135,24,30854,,0,,,9904,goal,,,
14276,2,499557,n,62,71,n,640134,25,34400,,0,,,9904,goal,,,
14277,1,499558,n,21,71,n,639095,24,15403,,0,,,8721,goal,,,
14278,2,499558,n,79,71,n,640285,25,38432,,0,,,9788,goal,,,
14279,3,499558,n,85,71,n,640360,19,31290,,0,,,8721,goal,,,
14280,1,499559,n,42,71,n,639357,21,12246,,0,,,9911,goal,,,
14281,2,499559,n,55,71,n,639969,25,12246,,0,,,9911,goal,,,
14282,3,499559,n,69,71,n,640210,27,12246,,0,,,9911,goal,,,
14283,1,499560,n,2,71,n,651136,21,30496,,0,,,9790,goal,,,
14284,2,499560,n,52,71,n,651700,18,30496,,0,,,9790,goal,,,
14285,3,499560,p,70,20,p,651799,20,23819,,0,,,9904,goal,,,
14286,1,499561,n,43,71,n,651543,21,35606,,0,,,8697,goal,,,
14287,2,499561,n,71,71,n,651826,19,30693,,0,,,8177,goal,,,
14288,3,499561,n,87,71,n,651935,17,25819,,0,,,8177,goal,,,
14289,1,499562,n,4,39,n,646812,122,30250,,2,,distance,10189,goal,,,
14290,2,499562,n,23,393,n,646830,125,35997,30249,2,,shot,10189,goal,,,
14291,3,499562,n,60,393,n,646889,177,27483,35997,2,,shot,10189,goal,,,
14292,4,499562,n,88,393,n,646920,178,30249,38913,1,,shot,10189,goal,,,
14293,1,499563,p,23,20,p,646977,288,30445,,0,,,8721,goal,,,
14294,2,499563,n,53,393,n,647650,249,95078,31199,4,,shot,8178,goal,,,
14295,3,499563,n,85,393,n,648004,286,30445,39902,3,,shot,8721,goal,,,
14296,1,499564,n,40,71,n,647160,20,27478,,0,,,9810,goal,,,
14297,2,499564,n,47,71,n,647563,21,37760,,0,,,9810,goal,,,
14298,3,499564,p,75,20,p,647847,22,27412,,0,,,9788,goal,,,
14299,4,499564,n,80,71,n,647894,25,27475,,0,,,9810,goal,,,
14300,5,499564,n,89,71,n,648129,27,36060,,0,,,9810,goal,,,
14301,1,499565,n,64,71,n,647796,22,30709,,0,,,9823,goal,,,
14302,1,499566,n,16,71,n,646970,18,27326,,0,,,10269,goal,,,
14303,2,499566,n,55,71,n,647669,23,27326,,0,,,10269,goal,,,
14304,3,499566,n,71,71,n,647833,21,27326,,0,,,10269,goal,,,
14305,1,499567,n,11,71,n,646960,15,30255,,0,,,9789,goal,,,
14306,2,499567,n,54,71,n,647689,17,31718,,0,,,9789,goal,,,
14307,1,499568,n,28,71,n,647018,22,36011,,0,,,8226,goal,,,
14308,2,499568,n,33,71,n,647069,23,37389,,0,,,8295,goal,,,
14309,3,499568,n,48,71,n,647562,24,29622,,0,,,8226,goal,,,
14310,4,499568,n,65,71,n,647827,29,37385,,0,,,8295,goal,,,
14311,1,499569,n,21,71,n,656540,23,35997,,0,,,10189,goal,,,
14312,1,499570,n,70,71,n,657256,16,95081,,0,,,8295,goal,,,
14313,1,499571,n,32,71,n,656595,18,30707,,0,,,9789,goal,,,
14314,2,499571,p,90,20,p,657685,22,34102,,0,,,9789,goal,,,
14315,1,499572,n,33,71,n,656579,17,27642,,0,,,10269,goal,,,
14316,2,499572,n,48,71,n,657050,18,27326,,0,,,10269,goal,,,
